Planning Area,Subzone,Age,Sex,Population
Ang Mo Kio,Ang Mo Kio Town Centre,22.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,23.0,Total,70.0
Ang Mo Kio,Ang Mo Kio Town Centre,23.0,Males,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,23.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,24.0,Total,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,24.0,Males,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,24.0,Females,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,25.0,Total,60.0
Ang Mo Kio,Ang Mo Kio Town Centre,25.0,Males,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,25.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,26.0,Total,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,26.0,Males,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,26.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,27.0,Total,60.0
Ang Mo Kio,Ang Mo Kio Town Centre,27.0,Males,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,27.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,28.0,Total,60.0
Ang Mo Kio,Ang Mo Kio Town Centre,28.0,Males,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,28.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,29.0,Total,60.0
Ang Mo Kio,Ang Mo Kio Town Centre,29.0,Males,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,29.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,30.0,Total,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,30.0,Males,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,30.0,Females,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,31.0,Total,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,31.0,Males,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,31.0,Females,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,32.0,Total,60.0
Ang Mo Kio,Ang Mo Kio Town Centre,32.0,Males,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,32.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,33.0,Total,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,33.0,Males,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,33.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,34.0,Total,70.0
Ang Mo Kio,Ang Mo Kio Town Centre,34.0,Males,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,34.0,Females,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,35.0,Total,60.0
Ang Mo Kio,Ang Mo Kio Town Centre,35.0,Males,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,35.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,36.0,Total,60.0
Ang Mo Kio,Ang Mo Kio Town Centre,36.0,Males,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,36.0,Females,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,37.0,Total,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,37.0,Males,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,37.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,38.0,Total,70.0
Ang Mo Kio,Ang Mo Kio Town Centre,38.0,Males,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,38.0,Females,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,39.0,Total,60.0
Ang Mo Kio,Ang Mo Kio Town Centre,39.0,Males,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,39.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,40.0,Total,80.0
Ang Mo Kio,Ang Mo Kio Town Centre,40.0,Males,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,40.0,Females,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,41.0,Total,100.0
Ang Mo Kio,Ang Mo Kio Town Centre,41.0,Males,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,41.0,Females,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,42.0,Total,90.0
Ang Mo Kio,Ang Mo Kio Town Centre,42.0,Males,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,42.0,Females,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,43.0,Total,70.0
Ang Mo Kio,Ang Mo Kio Town Centre,43.0,Males,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,43.0,Females,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,44.0,Total,80.0
Ang Mo Kio,Ang Mo Kio Town Centre,44.0,Males,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,44.0,Females,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,45.0,Total,70.0
Ang Mo Kio,Ang Mo Kio Town Centre,45.0,Males,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,45.0,Females,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,46.0,Total,90.0
Ang Mo Kio,Ang Mo Kio Town Centre,46.0,Males,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,46.0,Females,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,47.0,Total,90.0
Ang Mo Kio,Ang Mo Kio Town Centre,47.0,Males,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,47.0,Females,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,48.0,Total,90.0
Ang Mo Kio,Ang Mo Kio Town Centre,48.0,Males,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,48.0,Females,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,49.0,Total,80.0
Ang Mo Kio,Ang Mo Kio Town Centre,49.0,Males,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,49.0,Females,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,50.0,Total,90.0
Ang Mo Kio,Ang Mo Kio Town Centre,50.0,Males,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,50.0,Females,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,51.0,Total,90.0
Ang Mo Kio,Ang Mo Kio Town Centre,51.0,Males,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,51.0,Females,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,52.0,Total,80.0
Ang Mo Kio,Ang Mo Kio Town Centre,52.0,Males,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,52.0,Females,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,53.0,Total,90.0
Ang Mo Kio,Ang Mo Kio Town Centre,53.0,Males,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,53.0,Females,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,54.0,Total,80.0
Ang Mo Kio,Ang Mo Kio Town Centre,54.0,Males,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,54.0,Females,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,55.0,Total,70.0
Ang Mo Kio,Ang Mo Kio Town Centre,55.0,Males,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,55.0,Females,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,56.0,Total,60.0
Ang Mo Kio,Ang Mo Kio Town Centre,56.0,Males,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,56.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,57.0,Total,70.0
Ang Mo Kio,Ang Mo Kio Town Centre,57.0,Males,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,57.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,58.0,Total,70.0
Ang Mo Kio,Ang Mo Kio Town Centre,58.0,Males,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,58.0,Females,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,59.0,Total,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,59.0,Males,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,59.0,Females,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,60.0,Total,70.0
Ang Mo Kio,Ang Mo Kio Town Centre,60.0,Males,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,60.0,Females,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,61.0,Total,60.0
Ang Mo Kio,Ang Mo Kio Town Centre,61.0,Males,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,61.0,Females,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,62.0,Total,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,62.0,Males,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,62.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,63.0,Total,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,63.0,Males,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,63.0,Females,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,64.0,Total,70.0
Ang Mo Kio,Ang Mo Kio Town Centre,64.0,Males,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,64.0,Females,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,65.0,Total,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,65.0,Males,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,65.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,66.0,Total,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,66.0,Males,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,66.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,67.0,Total,60.0
Ang Mo Kio,Ang Mo Kio Town Centre,67.0,Males,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,67.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,68.0,Total,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,68.0,Males,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,68.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,69.0,Total,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,69.0,Males,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,69.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,70.0,Total,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,70.0,Males,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,70.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,71.0,Total,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,71.0,Males,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,71.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,72.0,Total,50.0
Ang Mo Kio,Ang Mo Kio Town Centre,72.0,Males,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,72.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,73.0,Total,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,73.0,Males,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,73.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,74.0,Total,60.0
Ang Mo Kio,Ang Mo Kio Town Centre,74.0,Males,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,74.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,75.0,Total,60.0
Ang Mo Kio,Ang Mo Kio Town Centre,75.0,Males,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,75.0,Females,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,76.0,Total,40.0
Ang Mo Kio,Ang Mo Kio Town Centre,76.0,Males,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,76.0,Females,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,77.0,Total,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,77.0,Males,10.0
Ang Mo Kio,Ang Mo Kio Town Centre,77.0,Females,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,78.0,Total,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,78.0,Males,10.0
Ang Mo Kio,Ang Mo Kio Town Centre,78.0,Females,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,79.0,Total,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,79.0,Males,10.0
Ang Mo Kio,Ang Mo Kio Town Centre,79.0,Females,10.0
Ang Mo Kio,Ang Mo Kio Town Centre,80.0,Total,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,80.0,Females,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,81.0,Total,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,81.0,Males,10.0
Ang Mo Kio,Ang Mo Kio Town Centre,81.0,Females,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,82.0,Total,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,82.0,Males,10.0
Ang Mo Kio,Ang Mo Kio Town Centre,82.0,Females,10.0
Ang Mo Kio,Ang Mo Kio Town Centre,83.0,Total,30.0
Ang Mo Kio,Ang Mo Kio Town Centre,83.0,Males,10.0
Ang Mo Kio,Ang Mo Kio Town Centre,83.0,Females,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,84.0,Total,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,84.0,Males,10.0
Ang Mo Kio,Ang Mo Kio Town Centre,84.0,Females,10.0
Ang Mo Kio,Ang Mo Kio Town Centre,85.0,Total,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,85.0,Males,10.0
Ang Mo Kio,Ang Mo Kio Town Centre,85.0,Females,10.0
Ang Mo Kio,Ang Mo Kio Town Centre,87.0,Total,20.0
Ang Mo Kio,Ang Mo Kio Town Centre,87.0,Males,10.0
Ang Mo Kio,Ang Mo Kio Town Centre,87.0,Females,10.0
Ang Mo Kio,Ang Mo Kio Town Centre,88.0,Total,10.0
Ang Mo Kio,Ang Mo Kio Town Centre,88.0,Females,10.0
Ang Mo Kio,Ang Mo Kio Town Centre,89.0,Total,10.0
Ang Mo Kio,Cheng San,0.0,Total,140.0
Ang Mo Kio,Cheng San,0.0,Males,80.0
Ang Mo Kio,Cheng San,0.0,Females,70.0
Ang Mo Kio,Cheng San,1.0,Total,150.0
Ang Mo Kio,Cheng San,1.0,Males,80.0
Ang Mo Kio,Cheng San,1.0,Females,70.0
Ang Mo Kio,Cheng San,2.0,Total,140.0
Ang Mo Kio,Cheng San,2.0,Males,80.0
Ang Mo Kio,Cheng San,2.0,Females,60.0
Ang Mo Kio,Cheng San,3.0,Total,170.0
Ang Mo Kio,Cheng San,3.0,Males,90.0
Ang Mo Kio,Cheng San,3.0,Females,70.0
Ang Mo Kio,Cheng San,4.0,Total,180.0
Ang Mo Kio,Cheng San,4.0,Males,100.0
Ang Mo Kio,Cheng San,4.0,Females,80.0
Ang Mo Kio,Cheng San,5.0,Total,190.0
Ang Mo Kio,Cheng San,5.0,Males,110.0
Ang Mo Kio,Cheng San,5.0,Females,80.0
Ang Mo Kio,Cheng San,6.0,Total,160.0
Ang Mo Kio,Cheng San,6.0,Males,70.0
Ang Mo Kio,Cheng San,6.0,Females,80.0
Ang Mo Kio,Cheng San,7.0,Total,210.0
Ang Mo Kio,Cheng San,7.0,Males,110.0
Ang Mo Kio,Cheng San,7.0,Females,100.0
Ang Mo Kio,Cheng San,8.0,Total,210.0
Ang Mo Kio,Cheng San,8.0,Males,110.0
Ang Mo Kio,Cheng San,8.0,Females,100.0
Ang Mo Kio,Cheng San,9.0,Total,200.0
Ang Mo Kio,Cheng San,9.0,Males,110.0
Ang Mo Kio,Cheng San,9.0,Females,80.0
Ang Mo Kio,Cheng San,10.0,Total,180.0
Ang Mo Kio,Cheng San,10.0,Males,80.0
Ang Mo Kio,Cheng San,10.0,Females,100.0
Ang Mo Kio,Cheng San,11.0,Total,210.0
Ang Mo Kio,Cheng San,11.0,Males,100.0
Ang Mo Kio,Cheng San,11.0,Females,110.0
Ang Mo Kio,Cheng San,12.0,Total,210.0
Ang Mo Kio,Cheng San,12.0,Males,110.0
Ang Mo Kio,Cheng San,12.0,Females,100.0
Ang Mo Kio,Cheng San,13.0,Total,200.0
Ang Mo Kio,Cheng San,13.0,Males,110.0
Ang Mo Kio,Cheng San,13.0,Females,90.0
Ang Mo Kio,Cheng San,14.0,Total,160.0
Ang Mo Kio,Cheng San,14.0,Males,90.0
Ang Mo Kio,Cheng San,14.0,Females,80.0
Ang Mo Kio,Cheng San,15.0,Total,210.0
Ang Mo Kio,Cheng San,15.0,Males,120.0
Ang Mo Kio,Cheng San,15.0,Females,90.0
Ang Mo Kio,Cheng San,16.0,Total,210.0
Ang Mo Kio,Cheng San,16.0,Males,110.0
Ang Mo Kio,Cheng San,16.0,Females,100.0
Ang Mo Kio,Cheng San,17.0,Total,230.0
Ang Mo Kio,Cheng San,17.0,Males,120.0
Ang Mo Kio,Cheng San,17.0,Females,110.0
Ang Mo Kio,Cheng San,18.0,Total,210.0
Ang Mo Kio,Cheng San,18.0,Males,110.0
Ang Mo Kio,Cheng San,18.0,Females,100.0
Ang Mo Kio,Cheng San,19.0,Total,210.0
Ang Mo Kio,Cheng San,19.0,Males,110.0
Ang Mo Kio,Cheng San,19.0,Females,100.0
Ang Mo Kio,Cheng San,20.0,Total,220.0
Ang Mo Kio,Cheng San,20.0,Males,110.0
Ang Mo Kio,Cheng San,20.0,Females,100.0
Ang Mo Kio,Cheng San,21.0,Total,230.0
Ang Mo Kio,Cheng San,21.0,Males,110.0
Ang Mo Kio,Cheng San,21.0,Females,120.0
Ang Mo Kio,Cheng San,22.0,Total,250.0
Ang Mo Kio,Cheng San,22.0,Males,130.0
Ang Mo Kio,Cheng San,22.0,Females,120.0
Ang Mo Kio,Cheng San,23.0,Total,240.0
Ang Mo Kio,Cheng San,23.0,Males,120.0
Ang Mo Kio,Cheng San,23.0,Females,120.0
Ang Mo Kio,Cheng San,24.0,Total,250.0
Ang Mo Kio,Cheng San,24.0,Males,140.0
Ang Mo Kio,Cheng San,24.0,Females,110.0
Ang Mo Kio,Cheng San,25.0,Total,250.0
Ang Mo Kio,Cheng San,25.0,Males,140.0
Ang Mo Kio,Cheng San,25.0,Females,100.0
Ang Mo Kio,Cheng San,26.0,Total,270.0
Ang Mo Kio,Cheng San,26.0,Males,160.0
Ang Mo Kio,Cheng San,26.0,Females,110.0
Ang Mo Kio,Cheng San,27.0,Total,290.0
Ang Mo Kio,Cheng San,27.0,Males,140.0
Ang Mo Kio,Cheng San,27.0,Females,160.0
Ang Mo Kio,Cheng San,28.0,Total,340.0
Ang Mo Kio,Cheng San,28.0,Males,160.0
Ang Mo Kio,Cheng San,28.0,Females,180.0
Ang Mo Kio,Cheng San,29.0,Total,330.0
Ang Mo Kio,Cheng San,29.0,Males,170.0
Ang Mo Kio,Cheng San,29.0,Females,170.0
Ang Mo Kio,Cheng San,30.0,Total,380.0
Ang Mo Kio,Cheng San,30.0,Males,200.0
Ang Mo Kio,Cheng San,30.0,Females,180.0
Ang Mo Kio,Cheng San,31.0,Total,380.0
Ang Mo Kio,Cheng San,31.0,Males,170.0
Ang Mo Kio,Cheng San,31.0,Females,210.0
Ang Mo Kio,Cheng San,32.0,Total,370.0
Ang Mo Kio,Cheng San,32.0,Males,190.0
Ang Mo Kio,Cheng San,32.0,Females,180.0
Ang Mo Kio,Cheng San,33.0,Total,380.0
Ang Mo Kio,Cheng San,33.0,Males,180.0
Ang Mo Kio,Cheng San,33.0,Females,200.0
Ang Mo Kio,Cheng San,34.0,Total,370.0
Ang Mo Kio,Cheng San,34.0,Males,170.0
Ang Mo Kio,Cheng San,34.0,Females,210.0
Ang Mo Kio,Cheng San,35.0,Total,400.0
Ang Mo Kio,Cheng San,35.0,Males,170.0
Ang Mo Kio,Cheng San,35.0,Females,230.0
Ang Mo Kio,Cheng San,36.0,Total,380.0
Ang Mo Kio,Cheng San,36.0,Males,170.0
Ang Mo Kio,Cheng San,36.0,Females,210.0
Ang Mo Kio,Cheng San,37.0,Total,330.0
Ang Mo Kio,Cheng San,37.0,Males,170.0
Ang Mo Kio,Cheng San,37.0,Females,170.0
Ang Mo Kio,Cheng San,38.0,Total,310.0
Ang Mo Kio,Cheng San,38.0,Males,130.0
Ang Mo Kio,Cheng San,38.0,Females,180.0
Ang Mo Kio,Cheng San,39.0,Total,380.0
Ang Mo Kio,Cheng San,39.0,Males,180.0
Ang Mo Kio,Cheng San,39.0,Females,200.0
Ang Mo Kio,Cheng San,40.0,Total,400.0
Ang Mo Kio,Cheng San,40.0,Males,170.0
Ang Mo Kio,Cheng San,40.0,Females,220.0
Ang Mo Kio,Cheng San,41.0,Total,410.0
Ang Mo Kio,Cheng San,41.0,Males,170.0
Ang Mo Kio,Cheng San,41.0,Females,240.0
Ang Mo Kio,Cheng San,42.0,Total,400.0
Ang Mo Kio,Cheng San,42.0,Males,190.0
Ang Mo Kio,Cheng San,42.0,Females,210.0
Ang Mo Kio,Cheng San,43.0,Total,430.0
Ang Mo Kio,Cheng San,43.0,Males,200.0
Ang Mo Kio,Cheng San,43.0,Females,230.0
Ang Mo Kio,Cheng San,44.0,Total,440.0
Ang Mo Kio,Cheng San,44.0,Males,210.0
Ang Mo Kio,Cheng San,44.0,Females,230.0
Ang Mo Kio,Cheng San,45.0,Total,410.0
Ang Mo Kio,Cheng San,45.0,Males,200.0
Ang Mo Kio,Cheng San,45.0,Females,210.0
Ang Mo Kio,Cheng San,46.0,Total,370.0
Ang Mo Kio,Cheng San,46.0,Males,160.0
Ang Mo Kio,Cheng San,46.0,Females,220.0
Ang Mo Kio,Cheng San,47.0,Total,370.0
Ang Mo Kio,Cheng San,47.0,Males,190.0
Ang Mo Kio,Cheng San,47.0,Females,190.0
Ang Mo Kio,Cheng San,48.0,Total,360.0
Ang Mo Kio,Cheng San,48.0,Males,170.0
Ang Mo Kio,Cheng San,48.0,Females,190.0
Ang Mo Kio,Cheng San,49.0,Total,390.0
Ang Mo Kio,Cheng San,49.0,Males,180.0
Ang Mo Kio,Cheng San,49.0,Females,210.0
Ang Mo Kio,Cheng San,50.0,Total,400.0
Ang Mo Kio,Cheng San,50.0,Males,170.0
Ang Mo Kio,Cheng San,50.0,Females,220.0
Ang Mo Kio,Cheng San,51.0,Total,450.0
Ang Mo Kio,Cheng San,51.0,Males,210.0
Ang Mo Kio,Cheng San,51.0,Females,240.0
Ang Mo Kio,Cheng San,52.0,Total,420.0
Ang Mo Kio,Cheng San,52.0,Males,210.0
Ang Mo Kio,Cheng San,52.0,Females,210.0
Ang Mo Kio,Cheng San,53.0,Total,400.0
Ang Mo Kio,Cheng San,53.0,Males,200.0
Ang Mo Kio,Cheng San,53.0,Females,190.0
Ang Mo Kio,Cheng San,54.0,Total,410.0
Ang Mo Kio,Cheng San,54.0,Males,220.0
Ang Mo Kio,Cheng San,54.0,Females,190.0
Ang Mo Kio,Cheng San,55.0,Total,390.0
Ang Mo Kio,Cheng San,55.0,Males,180.0
Ang Mo Kio,Cheng San,55.0,Females,220.0
Ang Mo Kio,Cheng San,56.0,Total,380.0
Ang Mo Kio,Cheng San,56.0,Males,180.0
Ang Mo Kio,Cheng San,56.0,Females,200.0
Ang Mo Kio,Cheng San,57.0,Total,390.0
Ang Mo Kio,Cheng San,57.0,Males,190.0
Ang Mo Kio,Cheng San,57.0,Females,200.0
Ang Mo Kio,Cheng San,58.0,Total,420.0
Ang Mo Kio,Cheng San,58.0,Males,200.0
Ang Mo Kio,Cheng San,58.0,Females,220.0
Ang Mo Kio,Cheng San,59.0,Total,430.0
Ang Mo Kio,Cheng San,59.0,Males,210.0
Ang Mo Kio,Cheng San,59.0,Females,220.0
Ang Mo Kio,Cheng San,60.0,Total,400.0
Ang Mo Kio,Cheng San,60.0,Males,180.0
Ang Mo Kio,Cheng San,60.0,Females,220.0
Ang Mo Kio,Cheng San,61.0,Total,450.0
Ang Mo Kio,Cheng San,61.0,Males,240.0
Ang Mo Kio,Cheng San,61.0,Females,220.0
Ang Mo Kio,Cheng San,62.0,Total,380.0
Ang Mo Kio,Cheng San,62.0,Males,210.0
Ang Mo Kio,Cheng San,62.0,Females,180.0
Ang Mo Kio,Cheng San,63.0,Total,390.0
Ang Mo Kio,Cheng San,63.0,Males,200.0
Ang Mo Kio,Cheng San,63.0,Females,200.0
Ang Mo Kio,Cheng San,64.0,Total,420.0
Ang Mo Kio,Cheng San,64.0,Males,200.0
Ang Mo Kio,Cheng San,64.0,Females,230.0
Ang Mo Kio,Cheng San,65.0,Total,390.0
Ang Mo Kio,Cheng San,65.0,Males,190.0
Ang Mo Kio,Cheng San,65.0,Females,190.0
Ang Mo Kio,Cheng San,66.0,Total,390.0
Ang Mo Kio,Cheng San,66.0,Males,170.0
Ang Mo Kio,Cheng San,66.0,Females,220.0
Ang Mo Kio,Cheng San,67.0,Total,400.0
Ang Mo Kio,Cheng San,67.0,Males,150.0
Ang Mo Kio,Cheng San,67.0,Females,250.0
Ang Mo Kio,Cheng San,68.0,Total,410.0
Ang Mo Kio,Cheng San,68.0,Males,180.0
Ang Mo Kio,Cheng San,68.0,Females,230.0
Ang Mo Kio,Cheng San,69.0,Total,430.0
Ang Mo Kio,Cheng San,69.0,Males,180.0
Ang Mo Kio,Cheng San,69.0,Females,250.0
Ang Mo Kio,Cheng San,70.0,Total,420.0
Ang Mo Kio,Cheng San,70.0,Males,190.0
Ang Mo Kio,Cheng San,70.0,Females,230.0
Ang Mo Kio,Cheng San,71.0,Total,410.0
Ang Mo Kio,Cheng San,71.0,Males,180.0
Ang Mo Kio,Cheng San,71.0,Females,220.0
Ang Mo Kio,Cheng San,72.0,Total,410.0
Ang Mo Kio,Cheng San,72.0,Males,180.0
Ang Mo Kio,Cheng San,72.0,Females,220.0
Ang Mo Kio,Cheng San,73.0,Total,370.0
Ang Mo Kio,Cheng San,73.0,Males,150.0
Ang Mo Kio,Cheng San,73.0,Females,230.0
Ang Mo Kio,Cheng San,74.0,Total,360.0
Ang Mo Kio,Cheng San,74.0,Males,160.0
Ang Mo Kio,Cheng San,74.0,Females,200.0
Ang Mo Kio,Cheng San,75.0,Total,380.0
Ang Mo Kio,Cheng San,75.0,Males,180.0
Ang Mo Kio,Cheng San,75.0,Females,200.0
Ang Mo Kio,Cheng San,76.0,Total,300.0
Ang Mo Kio,Cheng San,76.0,Males,150.0
Ang Mo Kio,Cheng San,76.0,Females,160.0
Ang Mo Kio,Cheng San,77.0,Total,300.0
Ang Mo Kio,Cheng San,77.0,Males,130.0
Ang Mo Kio,Cheng San,77.0,Females,180.0
Ang Mo Kio,Cheng San,78.0,Total,220.0
Ang Mo Kio,Cheng San,78.0,Males,100.0
Ang Mo Kio,Cheng San,78.0,Females,120.0
Ang Mo Kio,Cheng San,79.0,Total,160.0
Ang Mo Kio,Cheng San,79.0,Males,70.0
Ang Mo Kio,Cheng San,79.0,Females,90.0
Ang Mo Kio,Cheng San,80.0,Total,200.0
Ang Mo Kio,Cheng San,80.0,Males,90.0
Ang Mo Kio,Cheng San,80.0,Females,110.0
Ang Mo Kio,Cheng San,81.0,Total,160.0
Ang Mo Kio,Cheng San,81.0,Males,80.0
Ang Mo Kio,Cheng San,81.0,Females,80.0
Ang Mo Kio,Cheng San,82.0,Total,150.0
Ang Mo Kio,Cheng San,82.0,Males,60.0
Ang Mo Kio,Cheng San,82.0,Females,90.0
Ang Mo Kio,Cheng San,83.0,Total,160.0
Ang Mo Kio,Cheng San,83.0,Males,50.0
Ang Mo Kio,Cheng San,83.0,Females,110.0
Ang Mo Kio,Cheng San,84.0,Total,150.0
Ang Mo Kio,Cheng San,84.0,Males,60.0
Ang Mo Kio,Cheng San,84.0,Females,90.0
Ang Mo Kio,Cheng San,85.0,Total,130.0
Ang Mo Kio,Cheng San,85.0,Males,50.0
